case_id,stage,financing_initiation_prediction,financing_initiation_correct,financing_completion_prediction,financing_completion_correct,deal_type_prediction,deal_type_correct,valuation_direction_prediction,valuation_direction_correct,deal_size_prediction,deal_size_true,deal_size_abs_error,deal_size_abs_pct_error,deal_size_within_tolerance
627018345_449868806T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,9.999934,6.600000000034356e-05,6.600043560321855e-06,True
627018345_449868806T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,9.999934,6.600000000034356e-05,6.600043560321855e-06,True
627018345_449868806T,final,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,9.999934,6.600000000034356e-05,6.600043560321855e-06,True
641096591_470066679T,initial,raise_now,True,unlikely_complete,False,seed round,True,up,,0.964286,0.72285711,0.24142889,0.33399255075460216,True
641096591_470066679T,round_1,raise_now,True,unlikely_complete,False,seed round,True,up,,0.964286,0.72285711,0.24142889,0.33399255075460216,True
641096591_470066679T,round_2,raise_now,True,unlikely_complete,False,seed round,True,up,,0.964286,0.72285711,0.24142889,0.33399255075460216,True
641096591_470066679T,round_3,raise_now,True,unlikely_complete,False,seed round,True,up,,0.964286,0.72285711,0.24142889,0.33399255075460216,True
641096591_470066679T,final,raise_now,True,unlikely_complete,False,seed round,True,up,,0.964286,0.72285711,0.24142889,0.33399255075460216,True
695406116_499898191T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,,6.142857,6.55919033,0.4163333299999996,0.06347328085538259,True
695406116_499898191T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,,6.142857,6.55919033,0.4163333299999996,0.06347328085538259,True
695406116_499898191T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,,6.142857,6.55919033,0.4163333299999996,0.06347328085538259,True
695406116_499898191T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,,6.142857,6.55919033,0.4163333299999996,0.06347328085538259,True
695406116_499898191T,final,raise_now,True,likely_complete,True,early stage vc,True,up,,6.142857,6.55919033,0.4163333299999996,0.06347328085538259,True
695406116_977223306T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.357143,7.64222742,2.7149155800000004,0.35525186974872835,True
695406116_977223306T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.357143,7.64222742,2.7149155800000004,0.35525186974872835,True
695406116_977223306T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.357143,7.64222742,2.7149155800000004,0.35525186974872835,True
695406116_977223306T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.357143,7.64222742,2.7149155800000004,0.35525186974872835,True
695406116_977223306T,final,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.357143,7.64222742,2.7149155800000004,0.35525186974872835,True
695406116_843339679T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,12.7034601,2.703460099999999,0.21281289339429652,True
695406116_843339679T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,12.7034601,2.703460099999999,0.21281289339429652,True
695406116_843339679T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,12.7034601,2.703460099999999,0.21281289339429652,True
695406116_843339679T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,12.7034601,2.703460099999999,0.21281289339429652,True
695406116_843339679T,final,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,12.7034601,2.703460099999999,0.21281289339429652,True
715033945_619516421T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,,1.714286,3.275,1.560714,0.476553893129771,True
715033945_619516421T,round_1,raise_now,True,likely_complete,True,seed round,False,up,,1.306123,3.275,1.968877,0.6011838167938931,False
715033945_619516421T,round_2,raise_now,True,likely_complete,True,seed round,False,up,,1.306123,3.275,1.968877,0.6011838167938931,False
715033945_619516421T,round_3,raise_now,True,likely_complete,True,seed round,False,up,,1.306123,3.275,1.968877,0.6011838167938931,False
715033945_619516421T,final,raise_now,True,likely_complete,True,seed round,False,up,,1.306123,3.275,1.968877,0.6011838167938931,False
715033945_181019126T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,15.000002,5.000002,0.3333334222222104,True
715033945_181019126T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,15.000002,5.000002,0.3333334222222104,True
715033945_181019126T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,15.000002,5.000002,0.3333334222222104,True
715033945_181019126T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,15.000002,5.000002,0.3333334222222104,True
715033945_181019126T,final,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,15.000002,5.000002,0.3333334222222104,True
715033945_782061400T,initial,raise_now,True,likely_complete,True,early stage vc,False,up,True,23.846154,10.000004,13.846149999999998,1.3846144461542214,False
715033945_782061400T,round_1,raise_now,True,likely_complete,True,early stage vc,False,up,True,23.846154,10.000004,13.846149999999998,1.3846144461542214,False
715033945_782061400T,round_2,raise_now,True,likely_complete,True,early stage vc,False,up,True,22.923077,10.000004,12.923072999999999,1.2923067830772865,False
715033945_782061400T,round_3,raise_now,True,likely_complete,True,early stage vc,False,up,True,22.923077,10.000004,12.923072999999999,1.2923067830772865,False
715033945_782061400T,final,raise_now,True,likely_complete,True,early stage vc,False,up,True,22.923077,10.000004,12.923072999999999,1.2923067830772865,False
719387351_143471987T,initial,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,4.170682,5.829318,1.3976893946841307,False
719387351_143471987T,round_1,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,4.170682,5.829318,1.3976893946841307,False
719387351_143471987T,round_2,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,4.170682,5.829318,1.3976893946841307,False
719387351_143471987T,round_3,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,4.170682,5.829318,1.3976893946841307,False
719387351_143471987T,final,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,4.170682,5.829318,1.3976893946841307,False
749494801_557473942T,initial,raise_now,True,likely_complete,True,seed round,True,up,,1.0,3.3,2.3,0.6969696969696969,False
749494801_557473942T,round_1,raise_now,True,likely_complete,True,seed round,True,up,,1.0,3.3,2.3,0.6969696969696969,False
749494801_557473942T,round_2,raise_now,True,likely_complete,True,seed round,True,up,,1.0,3.3,2.3,0.6969696969696969,False
749494801_557473942T,round_3,raise_now,True,likely_complete,True,seed round,True,up,,1.0,3.3,2.3,0.6969696969696969,False
749494801_557473942T,final,raise_now,True,likely_complete,True,seed round,True,up,,1.0,3.3,2.3,0.6969696969696969,False
749494801_437639184T,initial,raise_now,True,likely_complete,True,early stage vc,False,up,False,5.0,6.0,1.0,0.16666666666666666,True
749494801_437639184T,round_1,raise_now,True,likely_complete,True,early stage vc,False,up,False,5.0,6.0,1.0,0.16666666666666666,True
749494801_437639184T,round_2,raise_now,True,likely_complete,True,seed round,True,up,False,5.0,6.0,1.0,0.16666666666666666,True
749494801_437639184T,round_3,raise_now,True,likely_complete,True,seed round,True,up,False,5.0,6.0,1.0,0.16666666666666666,True
749494801_437639184T,final,raise_now,True,likely_complete,True,seed round,True,up,False,5.0,6.0,1.0,0.16666666666666666,True
811956194_422362760T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,,1.821429,5.07403412,3.25260512,0.6410294142838756,False
811956194_422362760T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,,1.821429,5.07403412,3.25260512,0.6410294142838756,False
811956194_422362760T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,,1.464286,5.07403412,3.6097481200000003,0.7114158152330281,False
811956194_422362760T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,,1.464286,5.07403412,3.6097481200000003,0.7114158152330281,False
811956194_422362760T,final,raise_now,True,likely_complete,True,early stage vc,True,up,,1.464286,5.07403412,3.6097481200000003,0.7114158152330281,False
811956194_984457418T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,1.48504446,8.51495554,5.733805127962298,False
811956194_984457418T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,1.48504446,8.51495554,5.733805127962298,False
811956194_984457418T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,1.48504446,8.51495554,5.733805127962298,False
811956194_984457418T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,1.48504446,8.51495554,5.733805127962298,False
811956194_984457418T,final,raise_now,True,likely_complete,True,early stage vc,True,up,False,10.0,1.48504446,8.51495554,5.733805127962298,False
814334279_368343132T,initial,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,1.2616651,8.7383349,6.926033620173848,False
814334279_368343132T,round_1,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,1.2616651,8.7383349,6.926033620173848,False
814334279_368343132T,round_2,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,1.2616651,8.7383349,6.926033620173848,False
814334279_368343132T,round_3,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,1.2616651,8.7383349,6.926033620173848,False
814334279_368343132T,final,raise_now,True,likely_complete,True,early stage vc,False,up,,10.0,1.2616651,8.7383349,6.926033620173848,False
814334279_212012873T,initial,raise_now,True,likely_complete,True,later stage vc,True,up,,15.0,4.47705717,10.52294283,2.3504151120768464,False
814334279_212012873T,round_1,raise_now,True,likely_complete,True,later stage vc,True,up,,15.0,4.47705717,10.52294283,2.3504151120768464,False
814334279_212012873T,round_2,raise_now,True,likely_complete,True,later stage vc,True,up,,15.0,4.47705717,10.52294283,2.3504151120768464,False
814334279_212012873T,round_3,raise_now,True,likely_complete,True,later stage vc,True,up,,15.0,4.47705717,10.52294283,2.3504151120768464,False
814334279_212012873T,final,raise_now,True,likely_complete,True,later stage vc,True,up,,15.0,4.47705717,10.52294283,2.3504151120768464,False
848991802_308266590T,initial,raise_now,True,unlikely_complete,False,early stage vc,False,up,,6.142857,0.62592494,5.51693206,8.814047352067487,False
848991802_308266590T,round_1,raise_now,True,unlikely_complete,False,seed round,True,up,,6.142857,0.62592494,5.51693206,8.814047352067487,False
848991802_308266590T,round_2,raise_now,True,unlikely_complete,False,seed round,True,up,,6.142857,0.62592494,5.51693206,8.814047352067487,False
848991802_308266590T,round_3,raise_now,True,unlikely_complete,False,seed round,True,up,,6.142857,0.62592494,5.51693206,8.814047352067487,False
848991802_308266590T,final,raise_now,True,unlikely_complete,False,seed round,True,up,,6.142857,0.62592494,5.51693206,8.814047352067487,False
848991802_250474858T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,True,1.25,1.89206973,0.64206973,0.3393478156854187,True
848991802_250474858T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,True,1.357143,1.89206973,0.53492673,0.282720410098205,True
848991802_250474858T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,True,1.223413,1.89206973,0.6686567299999999,0.3533996233849161,True
848991802_250474858T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,True,1.223413,1.89206973,0.6686567299999999,0.3533996233849161,True
848991802_250474858T,final,raise_now,True,likely_complete,True,early stage vc,True,up,True,1.223413,1.89206973,0.6686567299999999,0.3533996233849161,True
873966444_911177755T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,,1.821429,2.200532,0.37910299999999997,0.17227788552949921,True
873966444_911177755T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,,1.821429,2.200532,0.37910299999999997,0.17227788552949921,True
873966444_911177755T,round_2,raise_now,True,likely_complete,True,seed round,False,up,,2.035714,2.200532,0.1648179999999999,0.0748991607484008,True
873966444_911177755T,round_3,raise_now,True,likely_complete,True,seed round,False,up,,2.035714,2.200532,0.1648179999999999,0.0748991607484008,True
873966444_911177755T,final,raise_now,True,likely_complete,True,seed round,False,up,,2.035714,2.200532,0.1648179999999999,0.0748991607484008,True
873966444_698264161T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,True,6.428571,10.272913,3.844342000000001,0.37422121651375817,True
873966444_698264161T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,True,6.428571,10.272913,3.844342000000001,0.37422121651375817,True
873966444_698264161T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,True,6.428571,10.272913,3.844342000000001,0.37422121651375817,True
873966444_698264161T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,True,6.428571,10.272913,3.844342000000001,0.37422121651375817,True
873966444_698264161T,final,raise_now,True,likely_complete,True,early stage vc,True,up,True,6.428571,10.272913,3.844342000000001,0.37422121651375817,True
873966444_329054140T,initial,raise_now,True,likely_complete,True,early stage vc,False,up,True,15.0,25.000002,10.000001999999999,0.4000000479999961,True
873966444_329054140T,round_1,raise_now,True,likely_complete,True,early stage vc,False,up,True,15.0,25.000002,10.000001999999999,0.4000000479999961,True
873966444_329054140T,round_2,raise_now,True,likely_complete,True,early stage vc,False,up,True,15.0,25.000002,10.000001999999999,0.4000000479999961,True
873966444_329054140T,round_3,raise_now,True,likely_complete,True,early stage vc,False,up,True,15.0,25.000002,10.000001999999999,0.4000000479999961,True
873966444_329054140T,final,raise_now,True,likely_complete,True,early stage vc,False,up,True,15.0,25.000002,10.000001999999999,0.4000000479999961,True
873966444_915471547T,initial,raise_now,True,likely_complete,True,later stage vc,True,up,True,50.0,60.000002,10.000002000000002,0.16666669444444354,True
873966444_915471547T,round_1,raise_now,True,likely_complete,True,later stage vc,True,up,True,50.0,60.000002,10.000002000000002,0.16666669444444354,True
873966444_915471547T,round_2,raise_now,True,likely_complete,True,later stage vc,True,up,True,50.0,60.000002,10.000002000000002,0.16666669444444354,True
873966444_915471547T,round_3,raise_now,True,likely_complete,True,later stage vc,True,up,True,50.0,60.000002,10.000002000000002,0.16666669444444354,True
873966444_915471547T,final,raise_now,True,likely_complete,True,later stage vc,True,up,True,50.0,60.000002,10.000002000000002,0.16666669444444354,True
924462846_581849960T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,,1.857143,1.32954772,0.5275952799999999,0.39682312418240984,True
924462846_581849960T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,,1.928571,1.32954772,0.5990232799999999,0.450546656572808,True
924462846_581849960T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,,2.035714,1.32954772,0.7061662799999999,0.5311327072938757,False
924462846_581849960T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,,2.035714,1.32954772,0.7061662799999999,0.5311327072938757,False
924462846_581849960T,final,raise_now,True,likely_complete,True,early stage vc,True,up,,2.035714,1.32954772,0.7061662799999999,0.5311327072938757,False
924462846_585063651T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,True,5.0,2.23332355,2.76667645,1.2388157774989654,False
924462846_585063651T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,True,4.821429,2.23332355,2.58810545,1.158858263058212,False
924462846_585063651T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,True,4.821429,2.23332355,2.58810545,1.158858263058212,False
924462846_585063651T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,True,4.821429,2.23332355,2.58810545,1.158858263058212,False
924462846_585063651T,final,raise_now,True,likely_complete,True,early stage vc,True,up,True,4.821429,2.23332355,2.58810545,1.158858263058212,False
924462846_941227886T,initial,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,3.87894254,6.121057459999999,1.5780222049899195,False
924462846_941227886T,round_1,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,3.87894254,6.121057459999999,1.5780222049899195,False
924462846_941227886T,round_2,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,3.87894254,6.121057459999999,1.5780222049899195,False
924462846_941227886T,round_3,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,3.87894254,6.121057459999999,1.5780222049899195,False
924462846_941227886T,final,raise_now,True,likely_complete,True,early stage vc,True,up,True,10.0,3.87894254,6.121057459999999,1.5780222049899195,False
924462846_205213706T,initial,raise_now,True,likely_complete,True,early stage vc,False,up,False,10.0,2.9322216,7.0677784,2.410383444416343,False
924462846_205213706T,round_1,raise_now,True,likely_complete,True,early stage vc,False,up,False,10.0,2.9322216,7.0677784,2.410383444416343,False
924462846_205213706T,round_2,raise_now,True,likely_complete,True,early stage vc,False,up,False,10.0,2.9322216,7.0677784,2.410383444416343,False
924462846_205213706T,round_3,raise_now,True,likely_complete,True,early stage vc,False,up,False,10.0,2.9322216,7.0677784,2.410383444416343,False
924462846_205213706T,final,raise_now,True,likely_complete,True,early stage vc,False,up,False,10.0,2.9322216,7.0677784,2.410383444416343,False
924462846_242496413T,initial,raise_now,True,likely_complete,True,later stage vc,True,up,True,10.357143,4.18117477,6.1759682300000005,1.4770892320293993,False
924462846_242496413T,round_1,raise_now,True,likely_complete,True,later stage vc,True,up,True,10.357143,4.18117477,6.1759682300000005,1.4770892320293993,False
924462846_242496413T,round_2,raise_now,True,likely_complete,True,later stage vc,True,up,True,10.357143,4.18117477,6.1759682300000005,1.4770892320293993,False
924462846_242496413T,round_3,raise_now,True,likely_complete,True,later stage vc,True,up,True,10.357143,4.18117477,6.1759682300000005,1.4770892320293993,False
924462846_242496413T,final,raise_now,True,likely_complete,True,later stage vc,True,up,True,10.357143,4.18117477,6.1759682300000005,1.4770892320293993,False
